well,serum,dilution_factor,replicate,fastq
A1,none,8,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_8_rep1_S1_L001_R1_001.fastq.gz
A2,none,16,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_16_rep1_S2_L001_R1_001.fastq.gz
A3,none,32,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_32_rep1_S3_L001_R1_001.fastq.gz
A4,none,64,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_64_rep1_S4_L001_R1_001.fastq.gz
A5,none,128,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_128_rep1_S5_L001_R1_001.fastq.gz
A6,none,256,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_256_rep1_S6_L001_R1_001.fastq.gz
A7,none,512,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_512_rep1_S7_L001_R1_001.fastq.gz
A8,none,1024,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_1024_rep1_S8_L001_R1_001.fastq.gz
A9,none,2048,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_2048_rep1_S9_L001_R1_001.fastq.gz
A10,none,4096,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_4096_rep1_S10_L001_R1_001.fastq.gz
A11,none,8192,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_8192_rep1_S11_L001_R1_001.fastq.gz
A12,none,16384,1,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_16384_rep1_S12_L001_R1_001.fastq.gz
B1,none,8,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_8_rep2_S13_L001_R1_001.fastq.gz
B2,none,16,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_16_rep2_S14_L001_R1_001.fastq.gz
B3,none,32,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_32_rep2_S15_L001_R1_001.fastq.gz
B4,none,64,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_64_rep2_S16_L001_R1_001.fastq.gz
B5,none,128,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_128_rep2_S17_L001_R1_001.fastq.gz
B6,none,256,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_256_rep2_S18_L001_R1_001.fastq.gz
B7,none,512,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_512_rep2_S19_L001_R1_001.fastq.gz
B8,none,1024,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_1024_rep2_S20_L001_R1_001.fastq.gz
B9,none,2048,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_2048_rep2_S21_L001_R1_001.fastq.gz
B10,none,4096,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_4096_rep2_S22_L001_R1_001.fastq.gz
B11,none,8192,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_8192_rep2_S23_L001_R1_001.fastq.gz
B12,none,16384,2,/shared/ngs/illumina/abutler/20260720_SH00878_0109_ASC2150511-SC3/Unaligned/AB_EqualVol/equal_vol_pool_dilution_16384_rep2_S24_L001_R1_001.fastq.gz
