virus,cohort,n_sera,median_titer,geomean_titer,titer_q1,titer_q3,frac_w_titer_below_140
A/MinasGerais/671/2026_H1N1,VIDRL_elderly-egg_post,20,419.1,532.1,242.7,1167,0.15
A/MinasGerais/671/2026_H1N1,VIDRL_elderly-egg_pre,20,170.1,178.7,130.4,242.7,0.4
A/Mississippi/20/2026_H1N1,All,284,273.2,318.3,117.1,658.1,0.2887
A/Mississippi/20/2026_H1N1,CTS,38,251.9,285.7,134.9,519.6,0.2632
A/Mississippi/20/2026_H1N1,SCH,39,189.6,217.5,76.25,557.4,0.4615
A/Mississippi/20/2026_H1N1,UWMC,87,283.9,324.3,116.4,638.6,0.2874
A/Mississippi/20/2026_H1N1,VIDRL,120,299.9,367.7,145.1,681.6,0.2417
A/Mississippi/20/2026_H1N1,VIDRL_adult-cell_post,20,1292,1482,504.9,3608,0
A/Mississippi/20/2026_H1N1,VIDRL_adult-cell_pre,20,116.7,138.1,81.59,167.2,0.65
A/Mississippi/20/2026_H1N1,VIDRL_adult-egg_post,20,355.7,451,221.1,667.2,0.05
A/Mississippi/20/2026_H1N1,VIDRL_adult-egg_pre,20,191.2,199.8,96.56,374.4,0.45
A/Mississippi/20/2026_H1N1,VIDRL_elderly-egg_post,20,444.3,628.8,291.3,1153,0.1
A/Mississippi/20/2026_H1N1,VIDRL_elderly-egg_pre,20,220.1,213.1,151.1,295.4,0.2
A/Missouri/11/2025_cell_H1N1,All,282,346.7,404.4,191.4,811.9,0.2021
A/Missouri/11/2025_cell_H1N1,CTS,38,238.7,330.2,196.9,514.8,0.1053
A/Missouri/11/2025_cell_H1N1,SCH,39,239.3,247.7,99.2,615.4,0.4359
A/Missouri/11/2025_cell_H1N1,UWMC,85,357.9,440.7,191.3,977.4,0.2
A/Missouri/11/2025_cell_H1N1,VIDRL,120,407.9,475.9,221.5,871.2,0.1583
A/Missouri/11/2025_cell_H1N1,VIDRL_adult-cell_post,20,1754,1866,665.5,7237,0
A/Missouri/11/2025_cell_H1N1,VIDRL_adult-cell_pre,20,199.3,171,99.09,262.3,0.4
A/Missouri/11/2025_cell_H1N1,VIDRL_adult-egg_post,20,449.3,612.2,315,798.8,0
A/Missouri/11/2025_cell_H1N1,VIDRL_adult-egg_pre,20,290.4,257.5,109,564.2,0.35
A/Missouri/11/2025_cell_H1N1,VIDRL_elderly-egg_post,20,579,708.3,231.9,1310,0.05
A/Missouri/11/2025_cell_H1N1,VIDRL_elderly-egg_pre,20,289.2,326,231.4,507.1,0.15
A/Missouri/11/2025_egg_H1N1,All,285,2961,2152,741.2,7819,0.07018
A/Missouri/11/2025_egg_H1N1,CTS,38,709.8,1139,437.8,3599,0
A/Missouri/11/2025_egg_H1N1,SCH,40,1258,1133,313.3,5151,0.2
A/Missouri/11/2025_egg_H1N1,UWMC,87,2961,2351,1064,7854,0.08046
A/Missouri/11/2025_egg_H1N1,VIDRL,120,3880,3058,1317,1.12e+04,0.04167
A/Missouri/11/2025_egg_H1N1,VIDRL_adult-cell_post,20,1.122e+04,7163,3657,1.362e+04,0
A/Missouri/11/2025_egg_H1N1,VIDRL_adult-cell_pre,20,1009,800.7,228.3,1862,0.25
A/Missouri/11/2025_egg_H1N1,VIDRL_adult-egg_post,20,7481,7150,4308,1.362e+04,0
A/Missouri/11/2025_egg_H1N1,VIDRL_adult-egg_pre,20,2908,2253,1292,4599,0
A/Missouri/11/2025_egg_H1N1,VIDRL_elderly-egg_post,20,6745,5597,3021,1.362e+04,0
A/Missouri/11/2025_egg_H1N1,VIDRL_elderly-egg_pre,20,1266,1581,688.5,3564,0
A/Missouri/NIRC-AV-1003/2025_H3N2,All,285,489.9,525.4,219.7,1158,0.1193
A/Missouri/NIRC-AV-1003/2025_H3N2,CTS,38,453.1,460,268.8,628.9,0.1053
A/Missouri/NIRC-AV-1003/2025_H3N2,SCH,40,868.8,694.6,231.8,1969,0.1
A/Missouri/NIRC-AV-1003/2025_H3N2,UWMC,87,515.3,518.2,221.7,1019,0.05747
A/Missouri/NIRC-AV-1003/2025_H3N2,VIDRL,120,427.5,504.3,196.3,1331,0.175
A/Missouri/NIRC-AV-1003/2025_H3N2,VIDRL_adult-cell_post,20,825.4,884.2,395.7,1942,0.05
A/Missouri/NIRC-AV-1003/2025_H3N2,VIDRL_adult-cell_pre,20,139.7,144.8,92.61,236.2,0.5
A/Missouri/NIRC-AV-1003/2025_H3N2,VIDRL_adult-egg_post,20,1539,1152,561.8,2326,0.05
A/Missouri/NIRC-AV-1003/2025_H3N2,VIDRL_adult-egg_pre,20,267,373.5,157.4,965.2,0.2
A/Missouri/NIRC-AV-1003/2025_H3N2,VIDRL_elderly-egg_post,20,680.3,954.6,500.5,2237,0.1
A/Missouri/NIRC-AV-1003/2025_H3N2,VIDRL_elderly-egg_pre,20,264.6,312.5,217.8,401,0.15
A/Montana/51/2025_H3N2,All,282,455.1,472.8,203.8,1061,0.1631
A/Montana/51/2025_H3N2,CTS,38,358.6,388.7,235.9,600.4,0.07895
A/Montana/51/2025_H3N2,SCH,39,632.5,620.1,191.7,1925,0.1282
A/Montana/51/2025_H3N2,UWMC,86,495.4,545.9,250.8,1048,0.1047
A/Montana/51/2025_H3N2,VIDRL,119,375.7,415,148.7,1078,0.2437
A/Montana/51/2025_H3N2,VIDRL_adult-cell_post,19,972.9,805.9,376.7,1456,0.1053
A/Montana/51/2025_H3N2,VIDRL_adult-cell_pre,20,90.19,102.4,63.46,149.1,0.75
A/Montana/51/2025_H3N2,VIDRL_adult-egg_post,20,1007,907.1,506.8,2334,0.15
A/Montana/51/2025_H3N2,VIDRL_adult-egg_pre,20,181.9,250.7,91.84,589,0.3
A/Montana/51/2025_H3N2,VIDRL_elderly-egg_post,20,773,975.6,481.9,1905,0
A/Montana/51/2025_H3N2,VIDRL_elderly-egg_pre,20,263.3,288.6,206,452.4,0.15
A/NakhonPhanom/P495/2026_H3N2,All,282,290.5,322.9,128.2,670.8,0.273
A/NakhonPhanom/P495/2026_H3N2,CTS,38,334.9,364.8,205.7,551.2,0.1579
A/NakhonPhanom/P495/2026_H3N2,SCH,40,285.4,359.5,84.63,1356,0.325
A/NakhonPhanom/P495/2026_H3N2,UWMC,86,262.2,331.8,167.4,599.2,0.1977
A/NakhonPhanom/P495/2026_H3N2,VIDRL,118,251.7,293.5,101.9,667.5,0.3475
A/NakhonPhanom/P495/2026_H3N2,VIDRL_adult-cell_post,20,534.7,640.6,317.6,1136,0.05
A/NakhonPhanom/P495/2026_H3N2,VIDRL_adult-cell_pre,18,71.3,74.67,42.86,104.1,0.8889
A/NakhonPhanom/P495/2026_H3N2,VIDRL_adult-egg_post,20,537.3,555,196.1,1423,0.15
A/NakhonPhanom/P495/2026_H3N2,VIDRL_adult-egg_pre,20,111.6,159.8,68.86,264.1,0.6
A/NakhonPhanom/P495/2026_H3N2,VIDRL_elderly-egg_post,20,589.7,716.6,343.7,1394,0.1
A/NakhonPhanom/P495/2026_H3N2,VIDRL_elderly-egg_pre,20,193.2,183.3,115.3,264.3,0.35
A/Navarra/260009/2025_H3N2,All,279,412.6,461.6,172.3,1210,0.19
A/Navarra/260009/2025_H3N2,CTS,38,412.8,441.4,200.8,669.4,0.1316
A/Navarra/260009/2025_H3N2,SCH,40,437.1,539.8,164.1,1859,0.225
A/Navarra/260009/2025_H3N2,UWMC,84,442.1,487.1,215.2,999.1,0.131
A/Navarra/260009/2025_H3N2,VIDRL,117,374.2,427.1,143.3,1211,0.2393
A/Navarra/260009/2025_H3N2,VIDRL_adult-cell_post,20,879.4,1085,638.8,1822,0.05
A/Navarra/260009/2025_H3N2,VIDRL_adult-cell_pre,17,124.6,117.2,92.6,152.8,0.6471
A/Navarra/260009/2025_H3N2,VIDRL_adult-egg_post,20,1408,908.8,232.9,2131,0.1
A/Navarra/260009/2025_H3N2,VIDRL_adult-egg_pre,20,181.8,248.4,121.2,467,0.4
A/Navarra/260009/2025_H3N2,VIDRL_elderly-egg_post,20,888.6,751.2,396.2,1440,0.1
A/Navarra/260009/2025_H3N2,VIDRL_elderly-egg_pre,20,217.2,232,163.8,445.8,0.2
A/Nebraska/34/2026_H1N1,All,285,281.3,335.7,135.1,672.9,0.2596
A/Nebraska/34/2026_H1N1,CTS,38,235.9,301.6,164.7,489.2,0.2105
A/Nebraska/34/2026_H1N1,SCH,40,187.1,202.2,54.19,515.5,0.475
A/Nebraska/34/2026_H1N1,UWMC,87,349.6,359.9,131,796.8,0.2874
A/Nebraska/34/2026_H1N1,VIDRL,120,297.6,391.1,162.5,765.2,0.1833
A/Nebraska/34/2026_H1N1,VIDRL_adult-cell_post,20,1434,1529,450,5542,0.05
A/Nebraska/34/2026_H1N1,VIDRL_adult-cell_pre,20,144.2,144.7,64.84,227.2,0.45
A/Nebraska/34/2026_H1N1,VIDRL_adult-egg_post,20,472.1,514.7,230.9,788.7,0
A/Nebraska/34/2026_H1N1,VIDRL_adult-egg_pre,20,232.3,228.7,94.97,470.4,0.35
A/Nebraska/34/2026_H1N1,VIDRL_elderly-egg_post,20,434.9,660.6,263.3,1541,0.05
A/Nebraska/34/2026_H1N1,VIDRL_elderly-egg_pre,20,214.9,208,145,279.1,0.2
A/Netherlands/10008/2026_H1N1,All,284,275.8,333.8,139.2,684.7,0.25
A/Netherlands/10008/2026_H1N1,CTS,38,240.2,295.7,159.7,523.1,0.1579
A/Netherlands/10008/2026_H1N1,SCH,40,207.2,207.2,72.07,493.9,0.425
A/Netherlands/10008/2026_H1N1,UWMC,87,279.7,350.6,145.8,993.8,0.2299
A/Netherlands/10008/2026_H1N1,VIDRL,119,310.8,392.8,161.4,804.2,0.2353
A/Netherlands/10008/2026_H1N1,VIDRL_adult-cell_post,20,1246,1380,613.2,3255,0
A/Netherlands/10008/2026_H1N1,VIDRL_adult-cell_pre,20,129.6,145.2,79.98,182.8,0.55
A/Netherlands/10008/2026_H1N1,VIDRL_adult-egg_post,20,464.2,526.5,295.4,888.4,0.05
A/Netherlands/10008/2026_H1N1,VIDRL_adult-egg_pre,20,219.2,239.2,98.97,477,0.35
A/Netherlands/10008/2026_H1N1,VIDRL_elderly-egg_post,20,456.9,661,237.9,2135,0.1
A/Netherlands/10008/2026_H1N1,VIDRL_elderly-egg_pre,19,238.4,213.7,124.7,280.9,0.3684
A/Netherlands/2398/2025_H1N1,All,285,279.4,329.8,137.2,715.9,0.2596
A/Netherlands/2398/2025_H1N1,CTS,38,244.4,295.6,161.1,480.8,0.1842
A/Netherlands/2398/2025_H1N1,SCH,40,163.6,142.6,44.36,270.3,0.475
A/Netherlands/2398/2025_H1N1,UWMC,87,391.7,378.4,154.8,851.3,0.2184
A/Netherlands/2398/2025_H1N1,VIDRL,120,326.2,408.6,165,1049,0.2417
A/Netherlands/2398/2025_H1N1,VIDRL_adult-cell_post,20,1460,1463,439.6,4418,0.05
A/Netherlands/2398/2025_H1N1,VIDRL_adult-cell_pre,20,153.8,164.7,70.58,292.7,0.5
A/Netherlands/2398/2025_H1N1,VIDRL_adult-egg_post,20,448.7,605.8,237.8,1624,0.05
A/Netherlands/2398/2025_H1N1,VIDRL_adult-egg_pre,20,322.8,319.3,94.2,767.9,0.3
A/Netherlands/2398/2025_H1N1,VIDRL_elderly-egg_post,20,375.4,503.7,206.8,1088,0.1
A/Netherlands/2398/2025_H1N1,VIDRL_elderly-egg_pre,20,179.9,198.1,110.4,352,0.45
A/Netherlands/543/2026_H1N1,All,283,249.9,298.2,120.8,570.6,0.2933
A/Netherlands/543/2026_H1N1,CTS,38,265.9,289.4,163.2,536.2,0.2368
A/Netherlands/543/2026_H1N1,SCH,40,130.3,161.6,62.38,391,0.525
A/Netherlands/543/2026_H1N1,UWMC,85,272.6,319.6,118.2,640.6,0.2824
A/Netherlands/543/2026_H1N1,VIDRL,120,262.1,351.7,145.3,641.3,0.2417
A/Netherlands/543/2026_H1N1,VIDRL_adult-cell_post,20,1212,1344,479.5,4664,0
A/Netherlands/543/2026_H1N1,VIDRL_adult-cell_pre,20,119.2,138,65.21,178.3,0.6
A/Netherlands/543/2026_H1N1,VIDRL_adult-egg_post,20,343.5,433.3,217.9,632.1,0.1
A/Netherlands/543/2026_H1N1,VIDRL_adult-egg_pre,20,191.9,198.5,92.34,406,0.4
A/Netherlands/543/2026_H1N1,VIDRL_elderly-egg_post,20,410.6,613.3,253.6,1886,0.1
A/Netherlands/543/2026_H1N1,VIDRL_elderly-egg_pre,20,179.5,193.3,144.3,266,0.25
A/Netherlands/864/2026_H1N1,All,285,288.9,323.2,139.1,663.5,0.2526
A/Netherlands/864/2026_H1N1,CTS,38,223.1,288.8,153,502.7,0.1842
A/Netherlands/864/2026_H1N1,SCH,40,247.9,192.3,64.88,429.5,0.475
A/Netherlands/864/2026_H1N1,UWMC,87,307.2,337.7,132.2,718.1,0.2644
A/Netherlands/864/2026_H1N1,VIDRL,120,318.4,385.8,159.7,722.3,0.1917
A/Netherlands/864/2026_H1N1,VIDRL_adult-cell_post,20,1292,1465,499.9,4330,0
A/Netherlands/864/2026_H1N1,VIDRL_adult-cell_pre,20,133.1,147.2,83.69,198.2,0.55
A/Netherlands/864/2026_H1N1,VIDRL_adult-egg_post,20,467.5,539.6,286.1,986.1,0
A/Netherlands/864/2026_H1N1,VIDRL_adult-egg_pre,20,197.1,204.5,93.55,375.1,0.35
A/Netherlands/864/2026_H1N1,VIDRL_elderly-egg_post,20,459.4,641.7,303.7,1563,0.1
A/Netherlands/864/2026_H1N1,VIDRL_elderly-egg_pre,20,207.9,216,160.4,291.4,0.15
A/Netherlands/888/2026_H3N2,All,282,242.6,272.1,108.2,577.2,0.3298
A/Netherlands/888/2026_H3N2,CTS,38,371.5,344.6,180.3,549.2,0.1053
A/Netherlands/888/2026_H3N2,SCH,40,314.9,295.9,75.98,1070,0.4
A/Netherlands/888/2026_H3N2,UWMC,86,197.1,259.9,116.5,523.8,0.3256
A/Netherlands/888/2026_H3N2,VIDRL,118,195.5,253.5,95.39,587.1,0.3814
A/Netherlands/888/2026_H3N2,VIDRL_adult-cell_post,20,529.4,541.5,289.1,1054,0.05
A/Netherlands/888/2026_H3N2,VIDRL_adult-cell_pre,20,43.31,58.55,40,77.84,0.9
A/Netherlands/888/2026_H3N2,VIDRL_adult-egg_post,20,584.6,558,241.5,1326,0.15
A/Netherlands/888/2026_H3N2,VIDRL_adult-egg_pre,19,114.1,146.4,77.69,253.5,0.5789
A/Netherlands/888/2026_H3N2,VIDRL_elderly-egg_post,20,510,543.4,251.6,1177,0.15
A/Netherlands/888/2026_H3N2,VIDRL_elderly-egg_pre,19,148.1,180.2,125.5,202.6,0.4737
A/Netherlands/968/2026_H3N2,All,285,405.5,476.8,210,931.9,0.1263
A/Netherlands/968/2026_H3N2,CTS,38,422.3,500.3,262.5,799.3,0.07895
A/Netherlands/968/2026_H3N2,SCH,40,512.9,556.6,259.3,1192,0.075
A/Netherlands/968/2026_H3N2,UWMC,87,530.2,552.7,267.9,881.5,0.06897
A/Netherlands/968/2026_H3N2,VIDRL,120,312.4,400.7,162.2,910.2,0.2
A/Netherlands/968/2026_H3N2,VIDRL_adult-cell_post,20,977.1,869.9,401.1,1851,0.05
A/Netherlands/968/2026_H3N2,VIDRL_adult-cell_pre,20,114.6,126.1,88.87,176.5,0.55
A/Netherlands/968/2026_H3N2,VIDRL_adult-egg_post,20,788.4,861.4,301.2,2677,0.05
A/Netherlands/968/2026_H3N2,VIDRL_adult-egg_pre,20,235.4,275.7,121.4,482.5,0.3
A/Netherlands/968/2026_H3N2,VIDRL_elderly-egg_post,20,681,737.6,330.1,1247,0
A/Netherlands/968/2026_H3N2,VIDRL_elderly-egg_pre,20,184.7,215.4,149.8,282.9,0.25
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,All,285,269.8,322,135.1,687.1,0.2596
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,CTS,38,229.8,276.5,143,457.8,0.2368
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,SCH,40,159.6,196.9,65.05,428.8,0.5
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,UWMC,87,307.7,332.2,143.4,743.4,0.2299
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,VIDRL,120,319.6,389.2,166.2,721.5,0.2083
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,VIDRL_adult-cell_post,20,1208,1482,670.7,4676,0
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,VIDRL_adult-cell_pre,20,129.8,152.5,85.16,235.6,0.55
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,VIDRL_adult-egg_post,20,431.5,539.1,233.3,872.5,0.05
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,VIDRL_adult-egg_pre,20,223.8,209.5,97.4,387.1,0.4
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,VIDRL_elderly-egg_post,20,456.1,625.8,286.9,1563,0.05
A/NewBrunswick/NBPHLFLUA10B-MM00057R/2026_H1N1,VIDRL_elderly-egg_pre,20,205.8,217.7,153.3,305,0.2
A/NewYork/NIRC-IS-1086/2026_H3N2,All,283,511.6,617.7,259.9,1341,0.06714
A/NewYork/NIRC-IS-1086/2026_H3N2,CTS,38,458.5,461.2,237.7,569.2,0.05263
A/NewYork/NIRC-IS-1086/2026_H3N2,SCH,40,653,638.2,239.2,1403,0.1
A/NewYork/NIRC-IS-1086/2026_H3N2,UWMC,85,574.1,678.9,267.3,1336,0.04706
A/NewYork/NIRC-IS-1086/2026_H3N2,VIDRL,120,490.5,626.9,286.9,1438,0.075
A/NewYork/NIRC-IS-1086/2026_H3N2,VIDRL_adult-cell_post,20,1202,1230,565.8,2491,0
A/NewYork/NIRC-IS-1086/2026_H3N2,VIDRL_adult-cell_pre,20,257.4,215.9,124.6,334.5,0.3
A/NewYork/NIRC-IS-1086/2026_H3N2,VIDRL_adult-egg_post,20,1884,1324,420.9,2656,0
A/NewYork/NIRC-IS-1086/2026_H3N2,VIDRL_adult-egg_pre,20,380.4,449.4,219.2,918.3,0.15
A/NewYork/NIRC-IS-1086/2026_H3N2,VIDRL_elderly-egg_post,20,842,1008,482.9,1649,0
A/NewYork/NIRC-IS-1086/2026_H3N2,VIDRL_elderly-egg_pre,20,354.3,380.9,276.8,483.3,0
A/NordrheinWestfalen/54/2026_H3N2,All,281,382.4,415.2,171.2,962.2,0.1815
A/NordrheinWestfalen/54/2026_H3N2,CTS,38,370.8,380.5,225.3,535.8,0.07895
A/NordrheinWestfalen/54/2026_H3N2,SCH,40,374.2,531.8,216,1652,0.175
A/NordrheinWestfalen/54/2026_H3N2,UWMC,84,399.4,427.3,215.2,809.1,0.131
A/NordrheinWestfalen/54/2026_H3N2,VIDRL,119,373,384.9,138.6,964.2,0.2521
A/NordrheinWestfalen/54/2026_H3N2,VIDRL_adult-cell_post,20,925.3,815,459.5,1490,0.05
A/NordrheinWestfalen/54/2026_H3N2,VIDRL_adult-cell_pre,19,114.1,116.1,90.97,170.6,0.6316
A/NordrheinWestfalen/54/2026_H3N2,VIDRL_adult-egg_post,20,951.4,856.4,499.9,1520,0.05
A/NordrheinWestfalen/54/2026_H3N2,VIDRL_adult-egg_pre,20,138.6,209.6,101.6,496.6,0.5
A/NordrheinWestfalen/54/2026_H3N2,VIDRL_elderly-egg_post,20,753.9,722.8,328,1313,0.1
A/NordrheinWestfalen/54/2026_H3N2,VIDRL_elderly-egg_pre,20,248.3,249.5,166.1,399.3,0.2
A/NordrheinWestfalen/96/2026_H1N1,All,285,247.1,305.3,115.6,593.5,0.2947
A/NordrheinWestfalen/96/2026_H1N1,CTS,38,208.1,258.4,161.4,456.5,0.2368
A/NordrheinWestfalen/96/2026_H1N1,SCH,40,133.2,190.7,66.22,438.8,0.5
A/NordrheinWestfalen/96/2026_H1N1,UWMC,87,294.5,324.6,108.8,602.1,0.2989
A/NordrheinWestfalen/96/2026_H1N1,VIDRL,120,266,360,146,659.4,0.2417
A/NordrheinWestfalen/96/2026_H1N1,VIDRL_adult-cell_post,20,1130,1377,408.8,4183,0
A/NordrheinWestfalen/96/2026_H1N1,VIDRL_adult-cell_pre,20,111.2,122.9,64.38,152.9,0.7
A/NordrheinWestfalen/96/2026_H1N1,VIDRL_adult-egg_post,20,362.5,461.4,240.5,700.9,0.05
A/NordrheinWestfalen/96/2026_H1N1,VIDRL_adult-egg_pre,20,219,202.7,81.16,371.4,0.4
A/NordrheinWestfalen/96/2026_H1N1,VIDRL_elderly-egg_post,20,437.9,657.7,304.3,1591,0.1
A/NordrheinWestfalen/96/2026_H1N1,VIDRL_elderly-egg_pre,20,205.1,209.3,146,291.1,0.2
A/Norway/9556/2025_H1N1,All,284,219.4,237.2,119.8,385.8,0.3063
A/Norway/9556/2025_H1N1,CTS,38,198.4,202.8,130.6,282.7,0.2895
A/Norway/9556/2025_H1N1,SCH,40,131.1,163.2,67.94,347.3,0.5
A/Norway/9556/2025_H1N1,UWMC,87,214,235.8,121.3,397.1,0.3103
A/Norway/9556/2025_H1N1,VIDRL,119,254.8,284,142.2,413.1,0.2437
A/Norway/9556/2025_H1N1,VIDRL_adult-cell_post,20,755.9,782.9,290.1,1656,0
A/Norway/9556/2025_H1N1,VIDRL_adult-cell_pre,20,115.5,121.8,78.63,164.4,0.6
A/Norway/9556/2025_H1N1,VIDRL_adult-egg_post,20,361.5,367.1,223.2,483,0.1
A/Norway/9556/2025_H1N1,VIDRL_adult-egg_pre,20,199.9,181.5,117.3,280.8,0.35
A/Norway/9556/2025_H1N1,VIDRL_elderly-egg_post,20,385.5,439.3,261.5,648.4,0.1
A/Norway/9556/2025_H1N1,VIDRL_elderly-egg_pre,19,198.3,184.1,135.9,265.4,0.3158
A/NovaScotia/25-365-06099/2025_H3N2,All,283,401.6,469.8,168.4,1160,0.1731
A/NovaScotia/25-365-06099/2025_H3N2,CTS,38,373,393.5,220.1,566.7,0.1842
A/NovaScotia/25-365-06099/2025_H3N2,SCH,40,504.9,549.6,155.8,1638,0.2
A/NovaScotia/25-365-06099/2025_H3N2,UWMC,87,519.2,568,239.1,1469,0.1149
A/NovaScotia/25-365-06099/2025_H3N2,VIDRL,118,313.2,410,153.3,1144,0.2034
A/NovaScotia/25-365-06099/2025_H3N2,VIDRL_adult-cell_post,20,699.6,828.1,414.9,1565,0.05
A/NovaScotia/25-365-06099/2025_H3N2,VIDRL_adult-cell_pre,19,107.6,106.3,64.96,160.1,0.5789
A/NovaScotia/25-365-06099/2025_H3N2,VIDRL_adult-egg_post,20,1540,1050,380.8,2224,0.05
A/NovaScotia/25-365-06099/2025_H3N2,VIDRL_adult-egg_pre,19,196.3,269.2,135.2,482.8,0.2632
A/NovaScotia/25-365-06099/2025_H3N2,VIDRL_elderly-egg_post,20,753.4,715.9,389.2,1564,0.15
A/NovaScotia/25-365-06099/2025_H3N2,VIDRL_elderly-egg_pre,20,220.4,244,160.7,307.5,0.15
A/Ohio/259/2024_H1N1,All,285,379.3,445.1,199.9,1040,0.1789
A/Ohio/259/2024_H1N1,CTS,38,263.8,328.7,149.9,562.6,0.1842
A/Ohio/259/2024_H1N1,SCH,40,234.5,225.2,63.36,758.1,0.425
A/Ohio/259/2024_H1N1,UWMC,87,416.6,451.3,208.4,986.1,0.1494
A/Ohio/259/2024_H1N1,VIDRL,120,513.9,608.8,229.6,1218,0.1167
A/Ohio/259/2024_H1N1,VIDRL_adult-cell_post,20,1494,1949,848.5,6563,0
A/Ohio/259/2024_H1N1,VIDRL_adult-cell_pre,20,204.4,211.2,106.2,355.7,0.35
A/Ohio/259/2024_H1N1,VIDRL_adult-egg_post,20,797,923.1,420.3,1222,0
A/Ohio/259/2024_H1N1,VIDRL_adult-egg_pre,20,366,399,198.2,820.3,0.2
A/Ohio/259/2024_H1N1,VIDRL_elderly-egg_post,20,545.6,927,439.2,2324,0
A/Ohio/259/2024_H1N1,VIDRL_elderly-egg_pre,20,301.2,362.3,198.7,513.2,0.15
A/Ontario/PHL202550193/2025_H3N2,All,282,311.2,366.2,157.3,847.8,0.2128
A/Ontario/PHL202550193/2025_H3N2,CTS,38,334.1,410.4,231,687.2,0.07895
A/Ontario/PHL202550193/2025_H3N2,SCH,40,328,376.2,134.4,1117,0.275
A/Ontario/PHL202550193/2025_H3N2,UWMC,86,406.1,422.2,195.4,685.8,0.1279
A/Ontario/PHL202550193/2025_H3N2,VIDRL,118,254.2,315.3,121.7,766.5,0.2966
A/Ontario/PHL202550193/2025_H3N2,VIDRL_adult-cell_post,20,602.5,648.2,254.8,1828,0.1
A/Ontario/PHL202550193/2025_H3N2,VIDRL_adult-cell_pre,20,93.69,95.5,50.79,164.9,0.65
A/Ontario/PHL202550193/2025_H3N2,VIDRL_adult-egg_post,20,568,638.2,210.4,1977,0.15
A/Ontario/PHL202550193/2025_H3N2,VIDRL_adult-egg_pre,19,160,209.6,105.2,416.6,0.4737
A/Ontario/PHL202550193/2025_H3N2,VIDRL_elderly-egg_post,20,467.6,554,239.5,1175,0.1
A/Ontario/PHL202550193/2025_H3N2,VIDRL_elderly-egg_pre,19,209.5,205.4,128.3,260.4,0.3158
A/Oregon/81/2025_H3N2,All,284,365.1,434.2,195.8,987.9,0.1796
A/Oregon/81/2025_H3N2,CTS,38,442.3,481.8,257.7,682.7,0.07895
A/Oregon/81/2025_H3N2,SCH,40,659.9,533.3,177.7,1389,0.2
A/Oregon/81/2025_H3N2,UWMC,86,376.6,465.9,226.7,958.8,0.1163
A/Oregon/81/2025_H3N2,VIDRL,120,302.8,373,142.9,891.9,0.25
A/Oregon/81/2025_H3N2,VIDRL_adult-cell_post,20,747.1,815.5,338.3,1627,0.05
A/Oregon/81/2025_H3N2,VIDRL_adult-cell_pre,20,116.8,108.6,73.34,147.9,0.7
A/Oregon/81/2025_H3N2,VIDRL_adult-egg_post,20,771.2,748.7,295.2,1748,0.05
A/Oregon/81/2025_H3N2,VIDRL_adult-egg_pre,20,185.6,226,115.5,371.6,0.35
A/Oregon/81/2025_H3N2,VIDRL_elderly-egg_post,20,772.6,744.4,293.4,1418,0.1
A/Oregon/81/2025_H3N2,VIDRL_elderly-egg_pre,20,234.2,241.5,142,354.5,0.25
A/PaisVasco/70369726/2026_H1N1,All,285,304.5,353.3,136.5,751.9,0.2561
A/PaisVasco/70369726/2026_H1N1,CTS,38,261.8,296.5,163.2,455.8,0.2368
A/PaisVasco/70369726/2026_H1N1,SCH,40,254.1,227.6,73.52,601,0.45
A/PaisVasco/70369726/2026_H1N1,UWMC,87,286.4,360,148.2,970,0.2299
A/PaisVasco/70369726/2026_H1N1,VIDRL,120,330.6,426.6,164.6,881,0.2167
A/PaisVasco/70369726/2026_H1N1,VIDRL_adult-cell_post,20,1336,1580,684,4975,0
A/PaisVasco/70369726/2026_H1N1,VIDRL_adult-cell_pre,20,137.2,153.7,78.99,211.1,0.5
A/PaisVasco/70369726/2026_H1N1,VIDRL_adult-egg_post,20,450.6,553.9,243.9,995.5,0.05
A/PaisVasco/70369726/2026_H1N1,VIDRL_adult-egg_pre,20,243,245.7,99.95,473,0.45
A/PaisVasco/70369726/2026_H1N1,VIDRL_elderly-egg_post,20,529,753.5,318.9,1772,0.1
A/PaisVasco/70369726/2026_H1N1,VIDRL_elderly-egg_pre,20,224.9,242,160.4,400.7,0.2
A/Parana/416133590/2026_H3N2,All,284,285.8,296.8,139.6,516.1,0.2535
A/Parana/416133590/2026_H3N2,CTS,38,320.6,329.5,219,450.5,0.07895
A/Parana/416133590/2026_H3N2,SCH,40,270.3,277.3,122,538.9,0.3
A/Parana/416133590/2026_H3N2,UWMC,86,325.5,354.1,197.2,538.2,0.186
