well,serum,dilution_factor,replicate,fastq
C2,flu-seqneut-2026-UWMC-028,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_11_S11_R1_001.fastq.gz
D2,flu-seqneut-2026-UWMC-028,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_12_S12_R1_001.fastq.gz
E2,flu-seqneut-2026-UWMC-028,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_13_S13_R1_001.fastq.gz
F2,flu-seqneut-2026-UWMC-028,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_14_S14_R1_001.fastq.gz
G2,flu-seqneut-2026-UWMC-028,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_15_S15_R1_001.fastq.gz
H2,flu-seqneut-2026-UWMC-028,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_16_S16_R1_001.fastq.gz
A3,flu-seqneut-2026-UWMC-029,40,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_17_S17_R1_001.fastq.gz
B3,flu-seqneut-2026-UWMC-029,92,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_18_S18_R1_001.fastq.gz
C3,flu-seqneut-2026-UWMC-029,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_19_S19_R1_001.fastq.gz
D3,flu-seqneut-2026-UWMC-029,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_20_S20_R1_001.fastq.gz
E3,flu-seqneut-2026-UWMC-029,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_21_S21_R1_001.fastq.gz
F3,flu-seqneut-2026-UWMC-029,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_22_S22_R1_001.fastq.gz
G3,flu-seqneut-2026-UWMC-029,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_23_S23_R1_001.fastq.gz
H3,flu-seqneut-2026-UWMC-029,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_24_S24_R1_001.fastq.gz
A4,flu-seqneut-2026-UWMC-030,40,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_25_S25_R1_001.fastq.gz
B4,flu-seqneut-2026-UWMC-030,92,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_26_S26_R1_001.fastq.gz
C4,flu-seqneut-2026-UWMC-030,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_27_S27_R1_001.fastq.gz
D4,flu-seqneut-2026-UWMC-030,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_28_S28_R1_001.fastq.gz
E4,flu-seqneut-2026-UWMC-030,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_29_S29_R1_001.fastq.gz
F4,flu-seqneut-2026-UWMC-030,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_30_S30_R1_001.fastq.gz
G4,flu-seqneut-2026-UWMC-030,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_31_S31_R1_001.fastq.gz
H4,flu-seqneut-2026-UWMC-030,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_32_S32_R1_001.fastq.gz
A5,flu-seqneut-2026-UWMC-031,40,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_33_S33_R1_001.fastq.gz
B5,flu-seqneut-2026-UWMC-031,92,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_34_S34_R1_001.fastq.gz
C5,flu-seqneut-2026-UWMC-031,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_35_S35_R1_001.fastq.gz
D5,flu-seqneut-2026-UWMC-031,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_36_S36_R1_001.fastq.gz
E5,flu-seqneut-2026-UWMC-031,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_37_S37_R1_001.fastq.gz
F5,flu-seqneut-2026-UWMC-031,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_38_S38_R1_001.fastq.gz
G5,flu-seqneut-2026-UWMC-031,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_39_S39_R1_001.fastq.gz
H5,flu-seqneut-2026-UWMC-031,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_40_S40_R1_001.fastq.gz
A6,flu-seqneut-2026-UWMC-032,40,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_41_S41_R1_001.fastq.gz
B6,flu-seqneut-2026-UWMC-032,92,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_42_S42_R1_001.fastq.gz
C6,flu-seqneut-2026-UWMC-032,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_43_S43_R1_001.fastq.gz
D6,flu-seqneut-2026-UWMC-032,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_44_S44_R1_001.fastq.gz
E6,flu-seqneut-2026-UWMC-032,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_45_S45_R1_001.fastq.gz
F6,flu-seqneut-2026-UWMC-032,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_46_S46_R1_001.fastq.gz
G6,flu-seqneut-2026-UWMC-032,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_47_S47_R1_001.fastq.gz
H6,flu-seqneut-2026-UWMC-032,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_48_S48_R1_001.fastq.gz
A7,flu-seqneut-2026-UWMC-033,40,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_49_S49_R1_001.fastq.gz
B7,flu-seqneut-2026-UWMC-033,92,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_50_S50_R1_001.fastq.gz
C7,flu-seqneut-2026-UWMC-033,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_51_S51_R1_001.fastq.gz
D7,flu-seqneut-2026-UWMC-033,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_52_S52_R1_001.fastq.gz
E7,flu-seqneut-2026-UWMC-033,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_53_S53_R1_001.fastq.gz
F7,flu-seqneut-2026-UWMC-033,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_54_S54_R1_001.fastq.gz
G7,flu-seqneut-2026-UWMC-033,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_55_S55_R1_001.fastq.gz
H7,flu-seqneut-2026-UWMC-033,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_56_S56_R1_001.fastq.gz
A8,flu-seqneut-2026-UWMC-034,40,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_57_S57_R1_001.fastq.gz
B8,flu-seqneut-2026-UWMC-034,92,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_58_S58_R1_001.fastq.gz
C8,flu-seqneut-2026-UWMC-034,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_59_S59_R1_001.fastq.gz
D8,flu-seqneut-2026-UWMC-034,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_60_S60_R1_001.fastq.gz
E8,flu-seqneut-2026-UWMC-034,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_61_S61_R1_001.fastq.gz
F8,flu-seqneut-2026-UWMC-034,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_62_S62_R1_001.fastq.gz
G8,flu-seqneut-2026-UWMC-034,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_63_S63_R1_001.fastq.gz
H8,flu-seqneut-2026-UWMC-034,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_64_S64_R1_001.fastq.gz
A9,flu-seqneut-2026-UWMC-035,40,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_65_S65_R1_001.fastq.gz
B9,flu-seqneut-2026-UWMC-035,92,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_66_S66_R1_001.fastq.gz
C9,flu-seqneut-2026-UWMC-035,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_67_S67_R1_001.fastq.gz
D9,flu-seqneut-2026-UWMC-035,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_68_S68_R1_001.fastq.gz
E9,flu-seqneut-2026-UWMC-035,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_69_S69_R1_001.fastq.gz
F9,flu-seqneut-2026-UWMC-035,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_70_S70_R1_001.fastq.gz
G9,flu-seqneut-2026-UWMC-035,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_71_S71_R1_001.fastq.gz
H9,flu-seqneut-2026-UWMC-035,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_72_S72_R1_001.fastq.gz
A10,flu-seqneut-2026-UWMC-036,40,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_73_S73_R1_001.fastq.gz
B10,flu-seqneut-2026-UWMC-036,92,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_74_S74_R1_001.fastq.gz
C10,flu-seqneut-2026-UWMC-036,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_75_S75_R1_001.fastq.gz
D10,flu-seqneut-2026-UWMC-036,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_76_S76_R1_001.fastq.gz
E10,flu-seqneut-2026-UWMC-036,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_77_S77_R1_001.fastq.gz
F10,flu-seqneut-2026-UWMC-036,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_78_S78_R1_001.fastq.gz
G10,flu-seqneut-2026-UWMC-036,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_79_S79_R1_001.fastq.gz
H10,flu-seqneut-2026-UWMC-036,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_80_S80_R1_001.fastq.gz
A11,flu-seqneut-2026-UWMC-037,40,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_81_S81_R1_001.fastq.gz
B11,flu-seqneut-2026-UWMC-037,92,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_82_S82_R1_001.fastq.gz
C11,flu-seqneut-2026-UWMC-037,212,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_83_S83_R1_001.fastq.gz
D11,flu-seqneut-2026-UWMC-037,487,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_84_S84_R1_001.fastq.gz
E11,flu-seqneut-2026-UWMC-037,1119,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_85_S85_R1_001.fastq.gz
F11,flu-seqneut-2026-UWMC-037,2575,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_86_S86_R1_001.fastq.gz
G11,flu-seqneut-2026-UWMC-037,5921,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_87_S87_R1_001.fastq.gz
H11,flu-seqneut-2026-UWMC-037,13619,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_88_S88_R1_001.fastq.gz
A12,none,,1,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_89_S89_R1_001.fastq.gz
B12,none,,2,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_90_S90_R1_001.fastq.gz
C12,none,,3,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_91_S91_R1_001.fastq.gz
D12,none,,4,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_92_S92_R1_001.fastq.gz
E12,none,,5,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_93_S93_R1_001.fastq.gz
F12,none,,6,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_94_S94_R1_001.fastq.gz
G12,none,,7,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_95_S95_R1_001.fastq.gz
H12,none,,8,/shared/ngs/illumina/bloom_lab/260819_VH00319_628_AAF3M2VHV/Unaligned/Project_bloom_lab/PlateB_96_S96_R1_001.fastq.gz
